trial,centroid_dist,cov_frob,swd,mmd2,hist_corr,teacher_mean_angle_deg,student_mean_angle_deg,mean_angle_abs_diff_deg
0,0.22150596976280212,0.21673883597153235,0.15141311302470412,0.010034322738647461,0.839404684827016,-162.99896240234375,-169.04275512695312,6.043792724609375
1,0.07244334369897842,0.02124325866419735,0.06449189335126305,0.0014625787734985352,0.8550657148105217,-113.95602416992188,-111.95549011230469,2.0005340576171875
2,0.0021111948881298304,0.07462568783217507,0.03796841710680896,0.004105746746063232,0.8045945850459821,-101.06301879882812,-101.18852996826172,0.12551116943359375
3,0.07020887732505798,0.10639256149177952,0.06039469893209802,0.00921630859375,0.8170058412473034,-96.2828140258789,-94.62618255615234,1.6566314697265625
4,0.07404692471027374,0.03245508629742413,0.057004914669958676,0.03626561164855957,0.7338843731826891,-93.12164306640625,-91.81163024902344,1.3100128173828125
5,0.18858705461025238,0.04110160012774862,0.1297740994604163,0.19445985555648804,0.41817475141238497,-91.94309997558594,-87.71308898925781,4.230010986328125
6,0.023810110986232758,0.011080587919924926,0.029126473409925153,0.01988351345062256,0.814506432260423,-87.14108276367188,-86.68169403076172,0.45938873291015625
7,0.06494151800870895,0.040453512359874745,0.05157363841158927,0.03926193714141846,0.7899485774935352,-87.72957611083984,-86.62173461914062,1.1078414916992188
8,0.12090929597616196,0.07246599883801558,0.08353130594862422,0.003095388412475586,0.7965364851049181,-106.00152587890625,-109.0447998046875,3.04327392578125
9,0.10892000049352646,0.04233072436559212,0.07698186965546583,0.019521355628967285,0.8486827907086066,161.40704345703125,157.8849639892578,3.5220794677734375
10,0.053521305322647095,0.04616133579111335,0.05450209325391147,0.016143083572387695,0.8449386881545213,137.9266815185547,136.69277954101562,1.2339019775390625
11,0.05614111199975014,0.2477455816239187,0.07844120948941907,0.01174771785736084,0.8461385658534349,128.65478515625,128.58900451660156,0.0657806396484375
12,0.08164927363395691,0.35564514727809676,0.09009186609397254,0.009037971496582031,0.8434005508826171,154.9789581298828,154.5371856689453,0.4417724609375
13,0.028950486332178116,0.12195794481636557,0.054738574667410896,0.0024056434631347656,0.8722694145055613,-153.2200927734375,-154.0956573486328,0.8755645751953125
14,0.09440916776657104,0.07887355189473225,0.0768726988424035,0.003055095672607422,0.8794531634847098,-106.5391845703125,-104.14314270019531,2.3960418701171875
15,0.026464655995368958,0.05970931240740208,0.03669875597326891,0.03574705123901367,0.8735197776089707,-81.47853088378906,-81.59909057617188,0.1205596923828125
16,0.05585270747542381,0.006457668546325978,0.04606288778799601,0.0655975341796875,0.7851543262534801,-82.34857177734375,-83.59468841552734,1.2461166381835938
17,0.04800008237361908,0.01740915726555351,0.04078007275022537,0.03635871410369873,0.8009473958900964,-86.73944091796875,-85.76591491699219,0.9735260009765625
18,0.03590722382068634,0.004086084970377662,0.02944068677862542,0.02008986473083496,0.8041619261270146,-86.26239776611328,-87.06375122070312,0.8013534545898438
19,0.0693698301911354,0.010587436458411398,0.04730687054894803,0.07082152366638184,0.6994640593576886,-84.9276351928711,-85.94231414794922,1.014678955078125
20,0.2908845543861389,0.06616558562095155,0.1872208170840598,0.20106863975524902,0.5308634016242363,-176.9958953857422,176.77650451660156,6.22760009765625
21,0.06461989879608154,0.013250585573708486,0.04675184332689157,0.01342463493347168,0.47295467491905696,151.00711059570312,149.17532348632812,1.831787109375
22,0.02948286198079586,0.04648831395292843,0.04918371947070431,0.012928009033203125,0.4686251716720072,132.67596435546875,132.19305419921875,0.48291015625
23,0.07609153538942337,0.058139591976166166,0.062490417908865885,0.014325857162475586,0.8378221462735086,127.82701110839844,125.62370300292969,2.20330810546875
24,0.10424947738647461,0.29582229788972847,0.10963981721887348,0.027265310287475586,0.8142311288974211,155.9584197998047,154.5052032470703,1.453216552734375
25,0.0431915707886219,0.0302936117445984,0.03748125061539935,0.0002753734588623047,0.8915956878346123,-116.9867935180664,-118.79373168945312,1.8069381713867188
26,0.023182639852166176,0.03290294618890549,0.027150659735025718,0.008664846420288086,0.8927770141898294,-84.47022247314453,-84.92861938476562,0.45839691162109375
27,0.010297519154846668,0.00879178296880391,0.017684520759966522,0.008910894393920898,0.9027018558413927,-80.28904724121094,-80.54937744140625,0.2603302001953125
28,0.0492776520550251,0.07154357712390547,0.04991654362796701,0.027968645095825195,0.8286736073222958,-85.0274887084961,-83.89761352539062,1.1298751831054688
29,0.028597358614206314,0.0872955247663245,0.063250056516301,0.024753808975219727,0.7859025080052028,-90.76094055175781,-90.10382080078125,0.6571197509765625
30,0.024984482675790787,0.02800431485007445,0.025910409626373157,0.008213996887207031,0.8387888536508956,-87.9432601928711,-88.52777099609375,0.5845108032226562
31,1.1332186460494995,0.7089006204408754,0.7546599835726112,0.3897593021392822,0.413636696838485,-115.45110321044922,-87.39167785644531,28.059425354003906
