trial_idx,cue,color1_deg,color2_deg,same_color,sw_Ablated_11_vs_Student_0,sw_Ablated_11_vs_Student_1,sw_Student_0_vs_Student_1,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
34,1,60.0,300.0,False,15053.694707450839,17969.3271118614,3355.076183971906,2827.092089757254,16511.51090965612,1457.8162022052802
35,1,60.0,330.0,False,114388.64697453339,116174.21037185067,3158.559707045263,13872.973681181957,115281.42867319203,892.7816986586404
36,1,90.0,0.0,False,172137.3363721736,173335.34082708252,3059.0256167016346,20834.34036847153,172736.33859962807,599.0022274544608
37,1,90.0,30.0,False,278137.11440917384,278323.8005491391,3046.0202057432853,17026.943505295403,278230.45747915644,93.34306998262764
38,1,90.0,60.0,False,461043.1417185569,460635.3772524444,3349.9426317252082,38621.13952993145,460839.25948550063,203.88223305623978
39,1,90.0,90.0,True,332227.15320094815,331614.1515233716,3249.898763868664,42585.079550003225,331920.65236215986,306.50083878828445
40,1,90.0,120.0,False,43897.22483098416,43269.79642764531,3244.8269778544845,4553.893764597031,43583.51062931474,313.71420166942335
41,1,90.0,150.0,False,9879.007930746367,11453.292659992409,3197.5542530375997,5299.060670734372,10666.150295369389,787.1423646230205
42,1,90.0,180.0,False,7991.2479591153815,10368.155205832765,3407.6475773682887,2369.750324515971,9179.701582474074,1188.4536233586919
43,1,90.0,210.0,False,7754.126151988109,10566.311066795715,3335.6599062915648,2301.761000008875,9160.218609391912,1406.092457403803
44,1,90.0,240.0,False,8176.3473754681445,10765.676515398998,3078.769948348398,3965.441636308741,9471.01194543357,1294.6645699654268
45,1,90.0,270.0,False,9664.053920022721,12788.620339316856,3368.338502536385,5185.056293527062,11226.337129669788,1562.2832096470675
46,1,90.0,300.0,False,51317.29929553733,53698.68721965802,3550.1039982390585,30864.100453955987,52507.99325759767,1190.693962060348
47,1,90.0,330.0,False,150146.2259823003,151506.54642688675,3275.147466686438,19242.121679927775,150826.38620459352,680.160222293227
48,1,120.0,0.0,False,123868.74545130384,125898.23531655617,3251.243832484495,15269.707427889214,124883.49038393001,1014.7449326261631
49,1,120.0,30.0,False,131808.62054692686,133568.36480721965,3173.3651740221094,39579.14179303465,132688.49267707326,879.8721301463956
50,1,120.0,60.0,False,220806.4391714168,221835.60833055715,3226.2566430364914,31279.626639234313,221321.02375098696,514.5845795701753
51,1,120.0,90.0,False,254180.7586107127,253308.2933652139,3415.8546323761057,22150.6109553501,253744.5259879633,436.232622749405
52,1,120.0,120.0,True,88891.6204250151,87456.3450420273,3331.599132294235,18962.144218085534,88173.9827335212,717.6376914939028
53,1,120.0,150.0,False,32259.468525954733,32529.991263174044,3662.0618221606046,3267.447265497778,32394.72989456439,135.26136860965562
54,1,120.0,180.0,False,26666.397566381776,27785.427632945273,3359.7534976562993,4227.181794427524,27225.912599663527,559.5150332817484
55,1,120.0,210.0,False,35514.20288121527,36474.56661795867,3463.1779629613948,16473.115062393328,35994.38474958697,480.18186837169924
56,1,120.0,240.0,False,22689.08865784864,24150.39114058627,3157.4631428842836,3213.5898063180475,23419.739899217457,730.651241368816
57,1,120.0,270.0,False,34989.40826858999,37166.93132061636,3423.389699675182,13752.899828389984,36078.16979460318,1088.7615260131824
58,1,120.0,300.0,False,281982.4749698689,283208.3178695127,3122.9117691452384,92159.1732600246,282595.3964196908,612.921449821908
59,1,120.0,330.0,False,213128.5297848042,214945.76461571734,3301.0326387135683,77609.39930578259,214037.14720026078,908.617415456567
60,1,150.0,0.0,False,196505.09366752865,198602.2876749374,3196.1126481621095,74940.5128016517,197553.69067123302,1048.5970037043735
61,1,150.0,30.0,False,83982.15268067128,86401.22961219333,3133.0027825070333,19377.69482124742,85191.6911464323,1209.5384657610266
62,1,150.0,60.0,False,33140.46918060834,35024.35547934451,3583.016782161788,4723.576951542278,34082.412329976425,941.9431493680822
63,1,150.0,90.0,False,33750.151497783096,34616.131629892436,3035.6657692890367,5229.703515152586,34183.141563837766,432.99006605467
64,1,150.0,120.0,False,55010.379381592094,54382.39489465435,3369.0402939293353,1911.092533076587,54696.387138123224,313.9922434688706
65,1,150.0,150.0,True,48260.40769942008,47897.61820223901,3412.392348769521,4025.351582678068,48079.01295082955,181.3947485905337
66,1,150.0,180.0,False,63534.12765910682,63351.227908846355,3374.699286070669,9482.13702853905,63442.677783976585,91.44987513023443
67,1,150.0,210.0,False,72987.39892637279,72355.18278187915,3654.750729949308,15809.09730433335,72671.29085412597,316.10807224681776
68,1,150.0,240.0,False,49984.21949486814,50082.37529056583,3309.7319988937024,11816.432897692079,50033.29739271699,49.07789784884517
69,1,150.0,270.0,False,431035.43679951486,431068.2332538875,3096.690358819963,32756.41044717242,431051.8350267012,16.398227186320582
70,1,150.0,300.0,False,784609.6536084956,784093.2130054035,3108.3599003416666,117622.3026675955,784351.4333069496,258.22030154604
71,1,150.0,330.0,False,427528.9881438579,428658.44105769205,3152.1177488037793,31015.5876181024,428093.714600775,564.7264569170657
72,1,180.0,0.0,False,531501.2266906932,532863.33408679,3427.742007881452,82857.8575042506,532182.2803887415,681.053698048403
73,1,180.0,30.0,False,231892.0675939452,233886.06929123306,3469.985606397382,50383.13912360402,232889.06844258914,997.0008486439328
74,1,180.0,60.0,False,62784.07253325415,65044.504721346704,3237.398070037835,13689.6744611338,63914.288627300426,1130.2160940462782
75,1,180.0,90.0,False,8749.962920086478,10533.393328879623,3346.8532546379392,15957.666468968622,9641.67812448305,891.7152043965725
76,1,180.0,120.0,False,32958.92818715073,34022.89007870791,3513.925518024268,3606.589170705416,33490.909132929315,531.9809457785923
