trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_PCA_dir0,sw_Healthy_vs_PCA_dir1,sw_Healthy_vs_PCA_dir13,sw_Healthy_vs_PCA_dir0-1,sw_PCA_dir0_vs_PCA_dir1,sw_PCA_dir0_vs_PCA_dir13,sw_PCA_dir0_vs_PCA_dir0-1,sw_PCA_dir1_vs_PCA_dir13,sw_PCA_dir1_vs_PCA_dir0-1,sw_PCA_dir13_vs_PCA_dir0-1,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
74,1,180.0,60.0,False,1.0058292385997483,0.8375202111106723,0.2513091160267215,1.0295056240407123,1.4763272910716325,0.8282705751420111,0.7462882333142974,0.9024312612033858,1.1819398687492626,0.8734688297471702,0.09228239508859346,0.7810410474444636,0.3146705387377502
75,1,180.0,90.0,False,0.7742689860783152,0.8700056572526499,0.2897528779441349,0.9393438900983182,1.3624783373985414,0.6266191492729386,0.5597801408746312,0.89373276110771,1.1272030239783177,0.6924201189612691,0.06051889007535536,0.7183428528433546,0.25429321838764707
76,1,180.0,120.0,False,0.776094501750443,0.5931476002186513,0.24620846711054178,0.733428598770104,1.198531369355269,0.5703341353839041,0.42942890643039067,0.7721709234503858,0.9884684181299846,0.5357635509776304,0.03545104400575691,0.587219791962435,0.20819133854077146
77,1,180.0,150.0,False,0.5525393800388383,0.2807109627310985,0.4631467978810808,0.4373998368552029,0.7455045518971827,0.3183543091546248,0.2926524515042084,0.5126008326754243,0.6602605399807931,0.36071398182343367,0.03252100833206439,0.4334492443765552,0.0979910645890154
78,1,180.0,180.0,True,0.4170451830698999,0.230742003341615,0.5988178831180396,0.34056694926413345,0.5159211099483572,0.27116080949933963,0.3193644898174188,0.6267714645585298,0.5628373540241742,0.4582505566067963,0.024255576598579368,0.396793004698422,0.13412541387685395
79,1,180.0,210.0,False,0.9704723770678592,0.11916605217177846,0.7566574070717554,0.2923248007409857,1.0345603416664821,0.670878789469944,0.7269190389259634,0.724831521776766,0.39202713690592894,0.6723319544577875,0.030406687338085304,0.5346551592630947,0.3429930196593572
80,1,180.0,240.0,False,1.3812652843751954,0.20427987573665268,0.6776715965264581,0.461849035311868,1.482501351547154,1.2391128687545607,0.9331827768455964,0.7281317902854484,0.5687398502779247,0.40589233179327555,0.09467764012062599,0.6812664479875435,0.4375132812252777
81,1,180.0,270.0,False,0.9435774226938975,0.6160858535030747,0.5276483039188377,0.8562871844297241,0.5887393926113491,0.8297144237698536,0.4476403735376113,0.774025016690898,0.4157669800672154,0.8645886872823993,0.03227739460066352,0.7358996911363834,0.16981400464389126
82,1,180.0,300.0,False,0.365702763187076,0.29654323614007383,0.5413064228150732,0.6232802475936031,0.3474268555450274,0.6962168038034342,0.33480947954903184,0.770374731980407,0.48236434028099884,0.9101494130168939,0.060303474631363485,0.4567081674339566,0.13118489958904633
83,1,180.0,330.0,False,0.8304675550464756,0.22554215127768965,1.3736384192469007,0.9223888756689322,0.6701084838630363,1.8677376792412979,0.2924090451529908,1.5273633635522987,0.7183512819590211,2.046020133061857,0.0627802347509752,0.8380092503099995,0.4090205839429876
