model_A,model_B,n_trials,prep_steps,neural_dim,procrustes_mode,procrustes_distance,centroid_distance_pointcloud,sliced_wasserstein,mmd2_rbf,ablation_direction_idx,student_run
index_cued_first_diffusion_0.3_swap_7_ablated_dir_07,index_cued_first_diffusion_0.3_swap_ablation_7_1,288,26,16,orthogonal_no_scaling,0.3608964268358354,20.578190456578792,5.968725937967264,0.028705454763848892,7,index_cued_first_diffusion_0.3_swap_ablation_7_1
index_cued_first_diffusion_0.3_swap_7_ablated_dir_08,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0,288,26,16,orthogonal_no_scaling,0.7832131944192652,33.03577623715202,12.772206304553364,0.1601339537331018,8,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_08,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0,288,26,16,orthogonal_no_scaling,0.6963052829711612,49.824550777051456,14.811665164791137,0.1726457610402472,8,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_08,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0,288,26,16,orthogonal_no_scaling,0.7742049207348091,32.27035845157622,11.47001539902805,0.13217269619372096,8,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_08,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0,288,26,16,orthogonal_no_scaling,0.6575967255391125,33.11412479323076,9.215437251259393,0.08049647877048427,8,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_08,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0,288,26,16,orthogonal_no_scaling,0.6742436078654747,140.2402581846667,30.836123688930762,0.34966683688670464,8,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_08,index_cued_first_diffusion_0.3_swap_ablation_7_1,288,26,16,orthogonal_no_scaling,0.43578602150130596,23.60154959538213,6.783362065976005,0.030060941024037557,8,index_cued_first_diffusion_0.3_swap_ablation_7_1
index_cued_first_diffusion_0.3_swap_7_ablated_dir_09,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0,288,26,16,orthogonal_no_scaling,0.812049088871017,38.21306312283797,13.661723469823041,0.15846450396787792,9,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_09,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0,288,26,16,orthogonal_no_scaling,0.7306280646252742,50.22169676495731,16.602492550990345,0.17569409901491118,9,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_09,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0,288,26,16,orthogonal_no_scaling,0.8055554897429176,38.175971124253564,12.346955716322492,0.1308068619522107,9,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_09,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0,288,26,16,orthogonal_no_scaling,0.7047732768930859,39.52987142728069,10.460338673003296,0.0873531727536081,9,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_09,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0,288,26,16,orthogonal_no_scaling,0.6561834031687995,139.26843419213404,30.116889995720456,0.3440014604893493,9,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_09,index_cued_first_diffusion_0.3_swap_ablation_7_1,288,26,16,orthogonal_no_scaling,0.5131131672215754,32.05527567306113,8.103416327249155,0.031822774784084684,9,index_cued_first_diffusion_0.3_swap_ablation_7_1
index_cued_first_diffusion_0.3_swap_7_ablated_dir_10,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0,288,26,16,orthogonal_no_scaling,0.8182675034593091,44.7531781447939,15.658071090006631,0.18550848180043022,10,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_10,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0,288,26,16,orthogonal_no_scaling,0.7393148549660876,58.88654437073982,17.47353829685975,0.19256068577487118,10,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_10,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0,288,26,16,orthogonal_no_scaling,0.8115674354513586,39.18970650993719,13.748563304436473,0.13461102560256777,10,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_10,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0,288,26,16,orthogonal_no_scaling,0.7129883319294372,41.051013548076924,11.21529419861403,0.07819084026140966,10,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_10,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0,288,26,16,orthogonal_no_scaling,0.6612903979758539,141.59382365086563,35.860391942112926,0.3523646670847722,10,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_10,index_cued_first_diffusion_0.3_swap_ablation_7_1,288,26,16,orthogonal_no_scaling,0.5269432878536097,32.0585207430595,8.824429092806856,0.03314643096857184,10,index_cued_first_diffusion_0.3_swap_ablation_7_1
index_cued_first_diffusion_0.3_swap_7_ablated_dir_11,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0,288,26,16,orthogonal_no_scaling,0.8384925931138327,55.194133114855894,17.874352761895803,0.1596500281522868,11,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_11,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0,288,26,16,orthogonal_no_scaling,0.7611567887658055,70.68167479589212,19.75680578769202,0.17050591348708632,11,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_11,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0,288,26,16,orthogonal_no_scaling,0.8361919696552538,56.40778971660174,16.831489571516574,0.12743398031649944,11,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_11,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0,288,26,16,orthogonal_no_scaling,0.7535194918483674,58.218743565518196,14.65131082876635,0.06532272631707214,11,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_11,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0,288,26,16,orthogonal_no_scaling,0.6374765185722575,133.1424986734894,36.01551221749707,0.32591101038158576,11,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_11,index_cued_first_diffusion_0.3_swap_ablation_7_1,288,26,16,orthogonal_no_scaling,0.5972745719608983,51.04089087949677,12.176272760424942,0.03861710120957873,11,index_cued_first_diffusion_0.3_swap_ablation_7_1
index_cued_first_diffusion_0.3_swap_7_ablated_dir_12,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0,288,26,16,orthogonal_no_scaling,0.6791124385688453,29.55758957004282,9.69513415851595,0.17441025097301832,12,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_12,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0,288,26,16,orthogonal_no_scaling,0.606717438761534,55.468240520306864,14.758325712103106,0.1885852370976413,12,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_12,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0,288,26,16,orthogonal_no_scaling,0.6547251757307541,26.281457609758725,7.5624026865858145,0.15197738494385438,12,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_12,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0,288,26,16,orthogonal_no_scaling,0.48019749112177534,27.417711938907654,6.137357271998258,0.10841900197562471,12,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_12,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0,288,26,16,orthogonal_no_scaling,0.9292329981609506,140.09855705027692,28.32976091920126,0.36579608484376636,12,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_12,index_cued_first_diffusion_0.3_swap_ablation_7_1,288,26,16,orthogonal_no_scaling,0.14798356993863154,26.320132736982988,5.943136863428718,0.05742588260009451,12,index_cued_first_diffusion_0.3_swap_ablation_7_1
index_cued_first_diffusion_0.3_swap_7_ablated_dir_13,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0,288,26,16,orthogonal_no_scaling,0.8099482266317845,37.565053477354134,14.27238328000689,0.15932622124553375,13,index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_13,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0,288,26,16,orthogonal_no_scaling,0.7278399188648447,50.990504142086806,16.434668136837537,0.16894204849005345,13,index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_13,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0,288,26,16,orthogonal_no_scaling,0.8034886390193916,37.72417178367845,12.961309423053073,0.13473782625876918,13,index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_13,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0,288,26,16,orthogonal_no_scaling,0.7019222288571046,39.25221002220746,10.836831919194374,0.08573435181151268,13,index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_13,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0,288,26,16,orthogonal_no_scaling,0.6557496252042581,139.73937506852414,34.1065784054458,0.3441694356920908,13,index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0
index_cued_first_diffusion_0.3_swap_7_ablated_dir_13,index_cued_first_diffusion_0.3_swap_ablation_7_1,288,26,16,orthogonal_no_scaling,0.5095178685829588,31.154836225052538,8.272976371329449,0.028406247551063357,13,index_cued_first_diffusion_0.3_swap_ablation_7_1
