student_run,procrustes_distance,sliced_wasserstein
index_cued_first_diffusion_0.3_swap_ablation_7_1,0.44096400196390556,7.747210030854174
index_cued_first_diffusion_0.3_swap_recovery_ablation_5_0,0.6558605648999212,9.893696115650624
index_cued_first_diffusion_0.3_swap_recovery_ablation_1_0,0.7055350501691644,15.576586002831474
index_cued_first_diffusion_0.3_swap_recovery_ablation_6_0,0.7187408785215511,32.990707836528586
index_cued_first_diffusion_0.3_swap_recovery_ablation_4_0,0.7715216989515952,12.01130877187517
index_cued_first_diffusion_0.3_swap_recovery_ablation_0_0,0.7834312375780593,13.425271329246785
