trial,centroid_dist,cov_frob,swd,mmd2,hist_corr,teacher_mean_angle_deg,student_mean_angle_deg,mean_angle_abs_diff_deg
0,0.2361760139465332,0.35315193624718866,0.15692426017609049,0.010010004043579102,0.8169284142152623,-162.99896240234375,-171.13975524902344,8.140792846679688
1,0.027409786358475685,0.06022850878968484,0.039293410802504466,0.0004159212112426758,0.8421312231788712,-113.95602416992188,-114.8070068359375,0.850982666015625
2,0.03258258104324341,0.12250068909682828,0.0628475790978944,0.009862422943115234,0.7786302630770129,-101.06301879882812,-100.2291488647461,0.8338699340820312
3,0.08692627400159836,0.12100350639648579,0.07068471402535378,0.010851025581359863,0.7717081302895432,-96.2828140258789,-94.29522705078125,1.9875869750976562
4,0.09936769306659698,0.023694257334097312,0.0682962480559946,0.06293439865112305,0.6994753350527095,-93.12164306640625,-91.15565490722656,1.9659881591796875
5,0.1724257618188858,0.02338836135871573,0.12043494701277282,0.18596577644348145,0.49926244118689705,-91.94309997558594,-88.10958099365234,3.8335189819335938
6,0.024133805185556412,0.016089207082619367,0.031878705792154335,0.024716496467590332,0.7908447574061905,-87.14108276367188,-86.74600219726562,0.39508056640625
7,0.04771324619650841,0.023514429250239163,0.03993809774258251,0.03454482555389404,0.7840655952339362,-87.72957611083984,-87.27545166015625,0.45412445068359375
8,0.12507261335849762,0.07384200253678398,0.083012926341817,0.0027611255645751953,0.7583292850326151,-106.00152587890625,-108.95899963378906,2.9574737548828125
9,0.09315972030162811,0.06347971819902598,0.0686484868431059,0.015564203262329102,0.8568150395888593,161.4070281982422,158.61000061035156,2.797027587890625
10,0.062464240938425064,0.05450952062906696,0.06108415648953626,0.018432021141052246,0.8305078001214794,137.9266815185547,136.30467224121094,1.62200927734375
11,0.036405496299266815,0.13376049139534482,0.05326934851355804,0.006237149238586426,0.8406330710947891,128.65478515625,129.21315002441406,0.5583648681640625
12,0.06060492992401123,0.3115013357495668,0.07850690575878178,0.0085984468460083,0.8417820121302915,154.9789581298828,154.57469177246094,0.404266357421875
13,0.15064236521720886,0.3251628889642439,0.11980587163252865,0.005799293518066406,0.8882101796483614,-153.2200927734375,-157.5576629638672,4.3375701904296875
14,0.02793429046869278,0.09170315630984936,0.048428588675359985,0.0010617971420288086,0.8133255955955622,-106.53919219970703,-106.1413345336914,0.397857666015625
15,0.02953454852104187,0.03739005896212159,0.03223414229797806,0.02817213535308838,0.8828070954604361,-81.47853088378906,-81.72862243652344,0.250091552734375
16,0.04187967628240585,0.025233168525654437,0.043425559020543625,0.05540609359741211,0.8012507512001118,-82.34857177734375,-83.21835327148438,0.869781494140625
17,0.03900117799639702,0.005557549007729383,0.03431765030456039,0.030330657958984375,0.8068502998418886,-86.73944091796875,-86.14099884033203,0.5984420776367188
18,0.05705033615231514,0.005638672894233418,0.041727800749768694,0.03411233425140381,0.7563969416797143,-86.26239776611328,-87.60722351074219,1.3448257446289062
19,0.07611928135156631,0.01870898736994005,0.051562066288358716,0.07554876804351807,0.7019676304845675,-84.9276351928711,-86.09953308105469,1.1718978881835938
20,0.2797907292842865,0.05983543958149319,0.1837170779069715,0.2037672996520996,0.5348573197507085,-176.9958953857422,177.37159729003906,5.63250732421875
21,0.07797501981258392,0.020813751517586555,0.055671526228910084,0.019783496856689453,0.4751778656833773,151.00711059570312,148.76123046875,2.245880126953125
22,0.039686765521764755,0.04012175378833049,0.04610387434327452,0.01134347915649414,0.5175016442082622,132.6759490966797,131.702392578125,0.9735565185546875
23,0.046464283019304276,0.023998166185443082,0.03914896279089853,0.0067827701568603516,0.8827999258362944,127.82701110839844,126.58799743652344,1.239013671875
24,0.07840272784233093,0.14243696576118162,0.0804657707741494,0.024827957153320312,0.8083102935039134,155.9584197998047,153.9476776123047,2.0107421875
25,0.04604040086269379,0.024907961831833598,0.041333810223331505,0.00030040740966796875,0.8936579687368844,-116.9867935180664,-114.88555145263672,2.1012420654296875
26,0.07889723777770996,0.19763582997100612,0.06393038804096213,0.009050190448760986,0.8888429429506309,-84.47022247314453,-86.63256072998047,2.1623382568359375
27,0.03569125011563301,0.09329610644636716,0.040411099638355236,0.0138016939163208,0.9084328837642491,-80.28904724121094,-79.73531341552734,0.5537338256835938
28,0.048722635954618454,0.07877671797416264,0.05084398414140424,0.024634957313537598,0.8584432784402886,-85.0274887084961,-83.89682006835938,1.1306686401367188
29,0.006218892056494951,0.06699391463355817,0.04791946716494809,0.018052101135253906,0.7726591031664499,-90.76094055175781,-90.64102935791016,0.11991119384765625
30,0.011939983814954758,0.016851047376106685,0.029144450688404686,0.015573978424072266,0.8215498161132797,-87.9432601928711,-88.07100677490234,0.12774658203125
31,1.0938947200775146,0.6339233797919174,0.7286727183874199,0.3646412491798401,0.4435712032112486,-115.45110321044922,-88.19062042236328,27.260482788085938
