trial,centroid_dist,cov_frob,swd,mmd2,hist_corr,teacher_mean_angle_deg,student_mean_angle_deg,mean_angle_abs_diff_deg
0,0.18070538341999054,0.37131554732953576,0.14440812938988967,0.009952425956726074,0.6569062873388187,145.54013061523438,141.90223693847656,3.6378936767578125
1,0.1255645453929901,0.24135108304299915,0.10371167683251273,0.006178736686706543,0.5916703079547925,168.1541290283203,165.51145935058594,2.642669677734375
2,0.12785056233406067,0.07867304851805172,0.08785848796681957,0.0074394941329956055,0.6492506496706367,-118.47463989257812,-109.46038818359375,9.014251708984375
3,0.17905808985233307,0.1823850912429673,0.11496723739730116,0.024426698684692383,0.7170424069129967,-89.17591094970703,-83.90038299560547,5.2755279541015625
4,0.10528863966464996,0.03201521829603934,0.0736207920449135,0.03259897232055664,0.6170165975103963,-84.66851043701172,-82.88436126708984,1.784149169921875
5,0.11827439069747925,0.03747990299328756,0.08052272135239374,0.0315779447555542,0.665265069555135,-83.47042083740234,-81.2684097290039,2.2020111083984375
6,0.05998070538043976,0.09058469655082665,0.06490765484823008,0.011316418647766113,0.7158050443824924,-72.25501251220703,-72.35710906982422,0.1020965576171875
7,0.11040012538433075,0.06832556979079495,0.08175107118402071,0.007509350776672363,0.8036185912704507,-26.05858612060547,-29.313575744628906,3.2549896240234375
8,0.11729695647954941,0.6400367931578868,0.11353557202681136,0.018664836883544922,0.9359756769655229,41.25832748413086,40.8150634765625,0.4432640075683594
9,0.02315828949213028,0.15222711442903,0.0458812596516326,0.01153421401977539,0.9272773415576634,59.60328674316406,58.634464263916016,0.9688224792480469
10,0.16099874675273895,0.4150705989791856,0.09783637995385551,0.0052721500396728516,0.9239331916797475,71.34663391113281,73.42597198486328,2.0793380737304688
11,0.035820383578538895,0.14195887153946693,0.04835129264020187,0.0036100149154663086,0.8640034785104658,83.73310089111328,84.04369354248047,0.3105926513671875
12,0.1752648800611496,0.32916163360227224,0.12207729109690679,0.010584473609924316,0.7759885314097813,94.90750885009766,91.00336456298828,3.904144287109375
13,0.11556413769721985,0.19367529575855766,0.0974730051346572,0.010693848133087158,0.733738037687941,76.44275665283203,64.32606506347656,12.116691589355469
14,0.13312305510044098,0.17219053851723293,0.09404162158148902,0.005009770393371582,0.785071074809054,-65.53199768066406,-60.130775451660156,5.401222229003906
15,0.02532372996211052,0.13836659111423624,0.0531889575235069,0.007355928421020508,0.7917350536302437,-70.91360473632812,-70.21939849853516,0.6942062377929688
16,0.027163973078131676,0.03751242431537013,0.03396588268913854,0.006162047386169434,0.7020762560614744,-70.34136199951172,-69.86619567871094,0.47516632080078125
17,0.06252206861972809,0.044367173837002984,0.058700220785176324,0.009765982627868652,0.6674078675544171,-70.87846374511719,-69.63859558105469,1.2398681640625
18,0.10850851237773895,0.19313918737905839,0.11917879152997982,0.03403735160827637,0.6386859013430204,-59.02805709838867,-56.349945068359375,2.678112030029297
19,0.3553049564361572,0.03363890236160891,0.22192906416686542,0.09275007247924805,0.5982400652873773,-20.046977996826172,-9.496321678161621,10.55065631866455
20,0.09780169278383255,0.27470609964593085,0.0712091062400765,0.018787026405334473,0.9130923311746593,48.78127670288086,47.559085845947266,1.2221908569335938
21,0.09743621945381165,0.40272886570737887,0.09750982699810716,0.013540029525756836,0.8702610672194914,58.5158805847168,58.043148040771484,0.4727325439453125
22,0.1123838797211647,0.3743268573920248,0.10447360340763524,0.015280485153198242,0.8702069231693904,68.75139617919922,66.85013580322266,1.9012603759765625
23,0.028904376551508904,0.03746484748774082,0.04459708963832139,0.015975594520568848,0.9036104430493989,73.07684326171875,72.56851196289062,0.508331298828125
24,0.03944720700383186,0.08682951258666252,0.044397872492392056,0.005692481994628906,0.8987258165355144,77.48126220703125,76.38153076171875,1.0997314453125
25,0.03639475256204605,0.05806293919549841,0.04096760369140614,0.0010390877723693848,0.8609622133047948,72.48277282714844,70.41436004638672,2.0684127807617188
26,0.08642978966236115,0.28144235105954685,0.09303230271980312,0.0076819658279418945,0.7986297976644342,-2.4295496940612793,-7.524655818939209,5.09510612487793
27,0.06592783331871033,0.152922460840188,0.06788564736955892,0.008418917655944824,0.8299481655714163,-36.43473434448242,-39.47085189819336,3.0361175537109375
28,0.1453278660774231,0.03574824474581436,0.09878821795785142,0.00947117805480957,0.7435668409704775,-41.739200592041016,-45.42937088012695,3.6901702880859375
29,0.10037532448768616,0.07734181110850524,0.0684399864582507,0.0025675296783447266,0.7724956886351708,-24.083707809448242,-26.821346282958984,2.737638473510742
30,0.38708972930908203,0.12182941019226395,0.2813751281471854,0.1280461549758911,0.5911007784931539,-11.19625186920166,-0.009840987622737885,11.186410881578922
31,0.3621555268764496,0.047272332705449956,0.24419417058334764,0.2422688603401184,0.617192952059249,26.2592830657959,35.5031852722168,9.243902206420898
