trial_idx,cue,color1_deg,color2_deg,same_color,sw_Ablated_1_vs_Student_0,sw_Ablated_1_vs_Student_1,sw_Ablated_1_vs_Student_2,sw_Ablated_1_vs_Student_3,sw_Ablated_1_vs_Student_4,sw_Ablated_1_vs_Student_5,sw_Student_0_vs_Student_1,sw_Student_0_vs_Student_2,sw_Student_0_vs_Student_3,sw_Student_0_vs_Student_4,sw_Student_0_vs_Student_5,sw_Student_1_vs_Student_2,sw_Student_1_vs_Student_3,sw_Student_1_vs_Student_4,sw_Student_1_vs_Student_5,sw_Student_2_vs_Student_3,sw_Student_2_vs_Student_4,sw_Student_2_vs_Student_5,sw_Student_3_vs_Student_4,sw_Student_3_vs_Student_5,sw_Student_4_vs_Student_5,teacher_vs_students_mean,teacher_vs_students_std
10,1,0.0,300.0,False,1.026775644074644,0.06327092778887941,0.054438938671276436,0.11323161526124134,0.0817010340310508,0.03810742433525631,1.0321727844536506,1.0582080503553215,0.9405678465149047,0.9670550366856039,1.0135819390557588,0.060048498359832087,0.13549981995079508,0.10000116722286993,0.03763925021655222,0.1525554618303525,0.11656864987979937,0.05074692931775605,0.04564676084498849,0.10948737295113212,0.07540887004580454,0.22958759736039144,0.3572862708173465
11,1,0.0,330.0,False,0.8996345181558194,0.05498233553188059,0.1406434676270076,0.3952600278353766,0.28939099128721524,0.07104610160885398,0.9039211332481778,0.8348874845570715,0.6735301992210888,0.6704102301067254,0.8660994232595483,0.11003125726350116,0.36314067604304057,0.26057811093828526,0.045402314778053274,0.2645000169028676,0.17535470369787914,0.07734872468178483,0.141246662256578,0.3294366488739307,0.22517282755251253,0.3084929070076922,0.2904490346619174
12,1,30.0,0.0,False,0.7401238941746007,0.24115202242720288,0.16001141664104873,0.20861657230780273,0.12086213292998019,0.12824382756837183,0.544679964118246,0.6018992998027225,0.5484228996120295,0.6309123168261654,0.6197846481366338,0.10262949772752021,0.11766883942057904,0.20783859032766525,0.13367446366773333,0.08346936221677861,0.14445841141908206,0.05574225499921439,0.10486271009311618,0.09315848037178046,0.09371291989798652,0.2665016443415012,0.21601604115252807
13,1,30.0,30.0,True,0.5780225441360658,0.18794156250912525,0.17529578574019458,0.20232039971904897,0.13567002077992632,0.11795001496304339,0.40578695112710594,0.4430143414566834,0.40322694227563305,0.4652196793209678,0.48272061199547156,0.048129011655424395,0.05150974239060732,0.12299687803617784,0.10595075786961922,0.08330308042384972,0.1465059410563922,0.125593938912742,0.08907964386121031,0.10272692900043304,0.050305964439329665,0.23286672130790073,0.15708349706483507
14,1,30.0,60.0,False,0.3865083457994578,0.09980723233032779,0.1340587843630366,0.0697975298164503,0.060785411121033986,0.06876757565823605,0.3202471570162224,0.3448900968438677,0.34289179904145883,0.3529566582751919,0.3475368030849307,0.06265804165349743,0.06936935654945647,0.07507678484165728,0.05459521072092813,0.11969230742272136,0.11740463545203891,0.10420679200145957,0.030511752250332685,0.030346522242118434,0.03456338509317765,0.13662081318142374,0.11447416297458428
15,1,30.0,90.0,False,0.4218156477074885,0.03426497450088553,0.02887141395094029,0.05039352112486725,0.05347701701307794,0.043323088615170535,0.4257490829526027,0.43356855948082507,0.4512016948923037,0.4565630318951469,0.4464490939101654,0.03900490243595352,0.06848456365580881,0.07154190672057069,0.036621991840929374,0.05347927591417745,0.03914742151185728,0.03729460039909964,0.03513287005102661,0.04822777596484042,0.053788007441217964,0.105357610485405,0.14178088697936472
16,1,30.0,120.0,False,0.878383079018856,0.041955241734335014,0.09372333576021413,0.08016686878813575,0.06684798372994452,0.07405950665866723,0.8971118508163258,0.8793007067656514,0.8839127893698382,0.8877618359477993,0.8976730762655856,0.08766004300600022,0.08526456862534953,0.07256517224476532,0.07434010241732625,0.05403777529294593,0.054506363330174196,0.04153895971268124,0.021099683608742013,0.0526594146110517,0.04116274136292765,0.20585600261502543,0.30117026383548345
17,1,30.0,150.0,False,1.287379326240302,0.22265341562600244,0.1324551595391168,0.232031067942161,0.2211442852767812,0.09252951154513128,1.2530319286389724,1.2659772578196324,1.3525536161019467,1.3463574628359785,1.3005760644437696,0.11410636054278567,0.39015366930893075,0.38326401809846533,0.24336238288156653,0.29850764276147107,0.2941299044121096,0.15346291785354071,0.020602019845501175,0.15095991674174414,0.14327422328791292,0.3646987943615825,0.4158802112516656
18,1,30.0,180.0,False,1.451451946154398,0.1416171064878136,0.08983046367227444,0.6396786914681021,0.7078185362226426,0.09294782073847513,1.4229324510305499,1.4285658666810708,1.760933972397068,1.7994842619071947,1.4764761908615276,0.10295088410042912,0.7487500805858149,0.8156675385544769,0.20046087240154636,0.6913705398031054,0.7628457750671516,0.12484385196441247,0.07901907819598615,0.5793050319330628,0.6493148838031011,0.5205574274572843,0.48781701885064965
19,1,30.0,210.0,False,1.1461204306848465,0.2505176819124959,0.08286107705283086,0.9538835393598208,0.9810683159361006,0.3744298262632972,1.282221067676257,1.1106255653221884,1.6599104747102704,1.6809968081456101,1.3226181117618803,0.31297976108594994,0.7176688837216973,0.7422446299968577,0.15091890233291647,1.0108122549014393,1.0379372541444778,0.4320220689599913,0.04252729837444155,0.5999625987664929,0.6248102330162393,0.6314801452015653,0.4089010899069443
20,1,30.0,240.0,False,1.040292886673683,0.06283745365489002,0.1350557439346511,0.3024465752763206,0.3349566016947082,0.09083245282317678,1.0596547579101088,0.949998560795291,1.269420873878357,1.2975252771889658,0.9737132837485336,0.17386621719958667,0.2727768704402301,0.30518369381806276,0.11355925353080185,0.42542876976431465,0.45850117641834376,0.07192533671989607,0.03640301427869384,0.37120534936324057,0.40370514950200276,0.32773695234290495,0.3346264634958559
21,1,30.0,270.0,False,0.8795307794762132,0.10620310883111886,0.04638224169158408,0.2997768662862812,0.2582918319821417,0.06490902421528699,0.9122946119880857,0.8678569489302308,0.8791625688072213,0.8889826678675905,0.8406397009005795,0.12172870192675539,0.3954842130530746,0.3515329893875089,0.13680152808877935,0.28394733275005724,0.24208437979864023,0.03511637722965122,0.07761100089041881,0.2816401077237849,0.24066577534580075,0.275848975413771,0.28613600575847875
