trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Ablated_0,sw_Healthy_vs_Ablated_1,sw_Healthy_vs_Ablated_2,sw_Healthy_vs_Ablated_3,sw_Healthy_vs_Ablated_4,sw_Healthy_vs_Ablated_5,sw_Healthy_vs_Ablated_6,sw_Healthy_vs_Ablated_7,sw_Healthy_vs_Ablated_8,sw_Healthy_vs_Ablated_9,sw_Healthy_vs_Ablated_10,sw_Healthy_vs_Ablated_11,sw_Healthy_vs_Ablated_12,sw_Healthy_vs_Ablated_13,teacher_vs_students_mean,teacher_vs_students_std
23,1,30.0,330.0,False,0.9965361463302789,1.0601148208569566,0.3399619914932233,0.25941748889358207,1.1192607488817314,0.24082736644525768,1.944507090811348,1.0446563983711186,2.625151197729462,0.5708409984426597,0.4377968843250901,136706.09166573334,2.717347104392691,0.41529132325717705,9765.704526806685,35206.928836421364
24,1,60.0,0.0,False,2.480394236751004,0.552838825090912,0.4378882737354265,0.4998288410084346,1.1277040294187173,0.4126389500841625,2.6425254109818934,1.3547128984260841,2.7176496523211897,0.6016369181397849,0.14506896727693996,129801.75579630441,1.8980054051407382,0.1356560432447257,9272.625881768288,33428.766019218594
25,1,60.0,30.0,False,8.532206619361462,0.5936883323824276,0.31643604365135647,0.9038638424050407,1.9043837476993406,0.2696138788329385,2.442413938835832,1.280209650629911,3.249664315771398,0.527162440599427,0.09455699153006056,187585.04619017476,1.6810096113598234,0.24800369632791996,13400.506385948867,48310.09925003724
26,1,60.0,60.0,True,15.434281369724093,0.45775776592178774,0.40581700082208166,0.6837383037420457,0.9286355712580727,0.5036800066299099,2.551526043353547,1.187316154857696,3.0097647718319287,0.26988624225732294,0.2332128737134488,332054.6951834792,2.632196258420324,0.16535201346333556,23720.225596275373,85516.5954758386
27,1,60.0,90.0,False,5.059089452226337,0.4479316563718427,0.43020559307654277,0.41001524843882947,0.7489127589172373,0.800887735311764,2.4684956447277107,0.9569475455940606,2.6054796936599804,0.5059487540983307,0.6587938899419351,202927.4797006813,2.869489489098434,0.22210812388591183,14496.118857590473,52261.4564341942
28,1,60.0,120.0,False,2.2960694847058196,0.7261777177112325,0.9129116956013583,0.2551012341098312,1.1204190855413447,1.798436248426686,2.4514337093808383,1.042889317900579,2.54014569022503,0.6022292920022109,1.0528955455452367,5932.093795569131,3.0090866012423807,0.3614527546665248,425.01878885329927,1527.388027240425
29,1,60.0,150.0,False,1.926282696665964,1.020330340034247,0.7963222065730376,0.41927253155805155,1.398308686958436,1.999937655119935,2.4071828113659186,1.2367597093532603,2.4550632030681165,1.795978137568007,1.2242144492904405,2834.2000722385537,2.845427824126636,0.5593587866156496,203.87746509120367,729.5205744804208
30,1,60.0,180.0,False,1.9779104639189318,2.0728470584005514,0.3465387309474839,0.6855375105671254,1.8043995293558575,1.1377320871960448,2.3407113360017058,1.4641565119618374,2.0041736738855525,2.317902601975841,1.23248747046546,4709.366881095028,2.732930137067022,0.7532491853599776,337.87410409943794,1212.4341394252388
31,1,60.0,210.0,False,1.859334992516306,1.908691112982936,0.6199270516376314,0.7139250295890581,2.072515644976729,1.103067979311126,1.975238871399866,1.8441116759822709,1.5674353474344251,1.0595225145629097,1.2355933101853287,5891.470486916303,2.3428597904908663,0.46373028223915136,422.15974575140086,1516.9139773128427
32,1,60.0,240.0,False,1.8342099879956018,0.7666268242631564,0.7671543487799457,0.45112370826407855,2.242518479627949,1.2175435333767803,1.8392974122487338,1.8296260168070084,1.7231579357565812,0.6993134439969437,1.180002442178472,41654.003024262565,2.0602098982407866,1.1042400773524297,2976.5512891693897,10727.19504732498
