trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Student_0,sw_Healthy_vs_Student_1,sw_Student_0_vs_Student_1,teacher_vs_students_mean,teacher_vs_students_std
161,2,30.0,150.0,False,0.7807114364263514,0.2598446019874865,1.036854115473432,0.520278019206919,0.2604334172194325
162,2,30.0,180.0,False,0.7051277922904713,0.4106688001818442,1.1028556231496713,0.5578982962361577,0.14722949605431354
163,2,30.0,210.0,False,0.6901006066987498,0.35782051483086763,0.9965353534120611,0.5239605607648088,0.1661400459339411
164,2,30.0,240.0,False,0.7193383024649913,0.22734013594142513,0.7888938584025649,0.4733392192032082,0.2459990832617831
165,2,30.0,270.0,False,0.8898846702932259,1.230546019899168,0.40731031716169086,1.0602153450961969,0.17033067480297104
166,2,30.0,300.0,False,0.5324312745151654,1.2724745698877953,0.7726665222105318,0.9024529222014803,0.37002164768631496
167,2,30.0,330.0,False,0.19608829131667266,1.1280258516342228,0.9635751516478269,0.6620570714754477,0.4659687801587751
168,2,60.0,0.0,False,0.2517760991182313,0.8861870483409242,0.6467811509835827,0.5689815737295778,0.31720547461134646
169,2,60.0,30.0,False,0.17573025493738684,0.6559618830706635,0.4960090781783605,0.41584606900402515,0.24011581406663834
170,2,60.0,60.0,True,0.11439628013249137,0.2553908826838953,0.24771192705657988,0.18489358140819334,0.07049730127570197
171,2,60.0,90.0,False,0.25854857655588664,0.255450781481415,0.47667802993598263,0.25699967901865084,0.0015488975372358327
172,2,60.0,120.0,False,0.4345963079801779,0.20193451343907032,0.6257747619588738,0.3182654107096241,0.11633089727055379
173,2,60.0,150.0,False,0.43604496708495144,0.5428732609391815,0.9522088803492821,0.4894591140120665,0.05341414692711505
174,2,60.0,180.0,False,0.5277502431307417,0.7710418170769832,1.2356606849478344,0.6493960301038624,0.12164578697312073
175,2,60.0,210.0,False,0.6480195433206901,0.7948819527226263,1.3599047359521723,0.7214507480216582,0.07343120470096809
176,2,60.0,240.0,False,0.7728334217404783,0.3097411416646042,1.0215661480018352,0.5412872817025413,0.23154614003793705
177,2,60.0,270.0,False,0.7376416610742611,1.003732106615125,0.36050266898702876,0.8706868838446931,0.13304522277043196
178,2,60.0,300.0,False,0.5637748815271187,1.2572905666370051,0.7146408227313086,0.910532724082062,0.3467578425549432
179,2,60.0,330.0,False,0.40460900927873494,0.9519310383110755,0.5789819093420467,0.6782700237949052,0.27366101451617025
180,2,90.0,0.0,False,0.31961961282713786,1.3362848861257755,1.0363325961332708,0.8279522494764566,0.5083326366493188
181,2,90.0,30.0,False,0.227960201491283,0.7485730399556196,0.535708316745075,0.4882666207234513,0.26030641923216835
182,2,90.0,60.0,False,0.09637229622973324,0.33500436781723986,0.39358457831018695,0.21568833202348656,0.1193160357937533
183,2,90.0,90.0,True,0.12837867329218458,0.25633855755477436,0.22691094387625757,0.19235861542347948,0.06397994213129489
184,2,90.0,120.0,False,0.11973934455292681,0.40567184973785486,0.495283835760596,0.2627055971453908,0.14296625259246404
185,2,90.0,150.0,False,0.33373798814734523,1.037760684956499,1.3236841386768323,0.6857493365519222,0.35201134840457693
186,2,90.0,180.0,False,0.5065869573611506,1.4829303492110695,1.907115298793773,0.99475865328611,0.48817169592495946
187,2,90.0,210.0,False,0.5179229016251452,0.9710490666239697,1.38348352549031,0.7444859841245575,0.22656308249941226
188,2,90.0,240.0,False,0.41843060935099446,0.47745806972531263,0.7657658747618106,0.44794433953815355,0.029513730187159082
189,2,90.0,270.0,False,0.7042410616211474,0.5955658268397561,0.18786289341641507,0.6499034442304518,0.05433761739069565
190,2,90.0,300.0,False,0.38174083429260675,0.9135280078035235,0.5403214793045272,0.6476344210480651,0.2658935867554584
191,2,90.0,330.0,False,0.6148692401918969,1.5204475189980526,0.9232215411281739,1.0676583795949748,0.45278913940307786
192,2,120.0,0.0,False,0.3608333902416393,0.8374687478040856,0.4966791406571571,0.5991510690228625,0.23831767878122317
193,2,120.0,30.0,False,0.18107086802088607,0.19196344559228767,0.11202568312628546,0.18651715680658687,0.0054462887857008035
194,2,120.0,60.0,False,0.20064864318450526,0.35917606115303546,0.17583921373936945,0.27991235216877036,0.0792637089842651
195,2,120.0,90.0,False,0.15763063604180905,0.322953364524185,0.2172929597693756,0.24029200028299702,0.08266136424118797
196,2,120.0,120.0,True,0.10398642795122631,1.1652264419193936,1.1117589168951527,0.63460643493531,0.5306200069840836
197,2,120.0,150.0,False,0.07850678600507144,1.7178505410220617,1.7463106819165413,0.8981786635135666,0.8196718775084951
198,2,120.0,180.0,False,0.33041327229209927,1.1583557347518982,1.437069716112843,0.7443845035219987,0.4139712312298995
199,2,120.0,210.0,False,0.5126439946379171,0.6375172407073921,1.066672522928494,0.5750806176726546,0.062436623034737515
200,2,120.0,240.0,False,0.5773610700023593,0.2927605597148003,0.7793259378749333,0.4350608148585798,0.14230025514377947
