trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Ablated_1,sw_Healthy_vs_Student_0,sw_Healthy_vs_Student_1,sw_Ablated_1_vs_Student_0,sw_Ablated_1_vs_Student_1,sw_Student_0_vs_Student_1,teacher_vs_students_mean,teacher_vs_students_std
12,1,30.0,0.0,False,1.1213568450000557,0.541656532410597,1.0493612763852935,0.6981168123907244,0.12939897039863785,0.599868074919442,0.9041248845986488,0.25798361734611736
13,1,30.0,30.0,True,1.0134224065144233,0.5321914752326644,0.8929924324588898,0.5578377119772683,0.138837389117919,0.4322404263126758,0.8128687714019925,0.2044678509390456
14,1,30.0,60.0,False,0.8272393863078218,0.5563075981928194,0.7535001720003306,0.3941696726964319,0.14741645733312086,0.28376733271925336,0.7123490521669905,0.11437094459244321
15,1,30.0,90.0,False,0.7349784644125751,0.6587746133885102,0.7491266517269946,0.42001885451178844,0.03575431509569066,0.4242470637858955,0.7142932431760266,0.03968023430024453
16,1,30.0,120.0,False,0.9581295638248613,0.5854466893125849,0.9849968034759775,0.8779017145791865,0.08621205511632701,0.89359482775126,0.8428576855378079,0.18234724725984383
17,1,30.0,150.0,False,1.0913425895874092,0.3765499436015195,1.1224414520075963,1.1856982859412133,0.07001105437804675,1.22471855680788,0.8634446617321748,0.34452056998927777
18,1,30.0,180.0,False,0.9702813400002179,0.9825898129520085,0.9515745380444727,1.5403881396982833,0.1617694920004083,1.507336158881094,0.9681485636655663,0.012751427908741389
19,1,30.0,210.0,False,0.8689930129768115,0.9072958543140963,0.8003520536241887,1.2350687900270072,0.1827667394784333,1.3396907373684483,0.8588803069716988,0.04424133997036447
20,1,30.0,240.0,False,0.6966647268714589,0.5185665608702602,0.7279644854743318,1.0799017299874865,0.08428005271819358,1.1199208172377033,0.6477319244053503,0.0922232330634514
21,1,30.0,270.0,False,1.073530144813307,0.4683432590732987,1.0598360874807682,0.874551332309724,0.05305591829409341,0.8593255268257207,0.867236497122458,0.2821155121843582
22,1,30.0,300.0,False,1.1311726807307225,0.4571306536147082,1.15560760662267,0.794179403264148,0.058885113317708085,0.8151222662904359,0.9146369803227001,0.32365959034579955
23,1,30.0,330.0,False,1.031243583126039,0.4681919427891087,1.0053332042480645,0.733164697226678,0.1579380785401971,0.6306367577261077,0.834922910054404,0.2595336056556124
24,1,60.0,0.0,False,0.4975197220950529,0.386787324905434,0.5027551591364062,0.37515743712654515,0.1110833370011565,0.30349831124639143,0.4623540687122977,0.05347648721592588
25,1,60.0,30.0,False,0.64771267461721,0.3144472265079395,0.45233675443925475,0.5694430968694227,0.30842084489352944,0.2861626658666151,0.47149888518813476,0.13672808823109733
26,1,60.0,60.0,True,0.46887141101205543,0.2545744405399462,0.3843284732014364,0.38006887538734974,0.15206011146463383,0.32964284569284663,0.3692581082511461,0.08813298592915224
27,1,60.0,90.0,False,0.42883658744788783,0.3225326913833639,0.4311335512527851,0.5176365557949311,0.09679439562001996,0.5597011122683672,0.39416761002801226,0.05066221595100433
28,1,60.0,120.0,False,0.7288132013556567,0.4751860056354491,0.7363676293882413,0.854184654560932,0.05407293069554486,0.8586437865358376,0.6467889454597824,0.12138078942729552
29,1,60.0,150.0,False,1.0129162916102914,1.0724557552176723,1.244088902122166,1.225308066879419,0.2501448060593294,1.2122561271869463,1.10982031631671,0.09800434270075824
