trial_idx,cue,color1_deg,color2_deg,same_color,sw_Ablated_1_vs_Student_0,sw_Ablated_1_vs_Student_1,sw_Student_0_vs_Student_1,teacher_vs_students_mean,teacher_vs_students_std
233,2,210.0,150.0,False,0.5179368624432052,0.10669904428450379,0.4905848073836535,0.31231795336385454,0.20561890907935074
234,2,210.0,180.0,False,0.4045057950373751,0.11960282050866104,0.3820105015260346,0.2620543077730181,0.14245148726435702
235,2,210.0,210.0,True,0.6704437077190243,0.20964517923181952,0.5152639140867729,0.44004444347542193,0.23039926424360238
236,2,210.0,240.0,False,0.9184266084242598,0.08025769546140304,0.8502573345498965,0.49934215194283144,0.4190844564814284
237,2,210.0,270.0,False,0.8397202461532449,0.06297339565077759,0.8853839320940208,0.4513468209020113,0.3883734252512337
238,2,210.0,300.0,False,0.8335308768824721,0.053078254878537456,0.8283416210577621,0.44330456588050476,0.3902263110019673
239,2,210.0,330.0,False,0.8523271064795488,0.10812064126691562,0.7886009400688403,0.4802238738732322,0.3721032326063166
240,2,240.0,0.0,False,1.0986425833110092,0.04704215946113225,1.096914515882092,0.5728423713860707,0.5258002119249385
241,2,240.0,30.0,False,1.065466599529552,0.10875316806558123,0.9923855977687375,0.5871098837975667,0.4783567157319854
242,2,240.0,60.0,False,0.8547725623306738,0.34585761228246104,0.9320879673617722,0.6003150873065675,0.25445747502410637
243,2,240.0,90.0,False,1.417653364131029,0.25134263722157174,1.3059633144291585,0.8344980006763003,0.5831553634547286
244,2,240.0,120.0,False,0.875872630812392,0.07663672161644013,0.8574613587775093,0.47625467621441603,0.3996179545979759
245,2,240.0,150.0,False,0.7793871658754006,0.09291132359176771,0.7540922820431287,0.43614924473358413,0.34323792114181645
246,2,240.0,180.0,False,0.5984760913079854,0.09701755634036721,0.6298350012823141,0.3477468238241763,0.2507292674838091
247,2,240.0,210.0,False,0.9557847998245146,0.1420801342587302,0.8259038352169099,0.5489324670416224,0.4068523327828922
248,2,240.0,240.0,True,0.6516919902514928,0.12412060027803706,0.7412602010108218,0.38790629526476494,0.2637856949867279
249,2,240.0,270.0,False,0.6210844244340374,0.14401564661044067,0.6231974194580608,0.38255003552223904,0.23853438891179837
250,2,240.0,300.0,False,0.5957618824450587,0.04352979006933837,0.5940408223684291,0.3196458362571985,0.2761160461878601
251,2,240.0,330.0,False,0.5178115818145188,0.14788991061323564,0.5084913521140488,0.3328507462138772,0.18496083560064158
252,2,270.0,0.0,False,1.0015347584580037,0.06826588272444761,1.0032358992648,0.5349003205912256,0.466634437866778
253,2,270.0,30.0,False,1.0003058555051587,0.11567154793154427,1.0263541709748822,0.5579887017183515,0.4423171537868072
254,2,270.0,60.0,False,0.838125188880132,0.13736017991031302,0.8694380196301713,0.4877426843952225,0.3503825044849095
255,2,270.0,90.0,False,1.167180379211564,0.08961741132820278,1.1905407322751207,0.6283988952698834,0.5387814839416806
256,2,270.0,120.0,False,0.8570703150965335,0.0832184428339818,0.8293513553866014,0.4701443789652577,0.38692593613127585
257,2,270.0,150.0,False,0.8611213898477574,0.1103808645927513,0.8608896821509109,0.4857511272202544,0.37537026262750306
258,2,270.0,180.0,False,1.2279930457298405,0.10870743226969701,1.2541954438945355,0.6683502389997688,0.5596428067300717
259,2,270.0,210.0,False,1.2841485042545264,0.11785672784484448,1.3308760991749007,0.7010026160496855,0.583145888204841
260,2,270.0,240.0,False,0.6877249874975387,0.06113356306615639,0.6773450705549613,0.37442927528184755,0.3132957122156912
261,2,270.0,270.0,True,0.6353685760582133,0.04761739455283348,0.6438555233832466,0.3414929853055234,0.2938755907526899
262,2,270.0,300.0,False,0.5860649453650499,0.07603502756618935,0.6087882647361103,0.33104998646561967,0.25501495889943027
263,2,270.0,330.0,False,0.4999193902248248,0.16377505813843599,0.3838164409713598,0.3318472241816304,0.1680721660431944
264,2,300.0,0.0,False,0.8958674728950452,0.2029390487501176,0.9437419976414951,0.5494032608225814,0.3464642120724638
265,2,300.0,30.0,False,0.6621961188456873,0.05399484454763163,0.6471100349782705,0.35809548169665945,0.3041006371490278
266,2,300.0,60.0,False,0.4510546871946407,0.08444704568926492,0.43489873361379366,0.2677508664419528,0.1833038207526879
267,2,300.0,90.0,False,0.5443909290798711,0.0762650658602225,0.559445299723198,0.3103279974700468,0.2340629316098243
268,2,300.0,120.0,False,0.9320220842520699,0.05782057414217573,0.9607384959737166,0.49492132919712284,0.43710075505494705
269,2,300.0,150.0,False,1.3854331957542736,0.0878590736712839,1.4081965491003015,0.7366461347127787,0.6487870610414949
270,2,300.0,180.0,False,1.4785291466859847,0.130729140317494,1.5437830283825276,0.8046291435017393,0.6739000031842453
271,2,300.0,210.0,False,1.3750572383291413,0.0638131024740927,1.3542628426704577,0.719435170401617,0.6556220679275243
272,2,300.0,240.0,False,0.8123743744207241,0.035679243556354365,0.7967123641038314,0.4240268089885392,0.38834756543218485
273,2,300.0,270.0,False,0.580205941820843,0.0700208783914507,0.5987768985363005,0.3251134101061468,0.2550925317146961
274,2,300.0,300.0,True,0.47137168978288874,0.21867382245159334,0.5064651545928803,0.34502275611724104,0.1263489336656477
275,2,300.0,330.0,False,0.5259372668598006,0.12936795168819618,0.49032513741166417,0.32765260927399836,0.19828465758580222
276,2,330.0,0.0,False,0.7663425460566498,0.05896106998311612,0.8054442025603221,0.41265180801988294,0.3536907380367668
277,2,330.0,30.0,False,0.6384131581071778,0.15361379759092825,0.6058834201243014,0.39601347784905305,0.24239968025812478
278,2,330.0,60.0,False,0.3846535990924199,0.1076385603718291,0.3474195498087823,0.24614607973212452,0.1385075193602954
279,2,330.0,90.0,False,0.4862088275998702,0.036997100620598924,0.49854794347760223,0.2616029641102346,0.22460586348963565
280,2,330.0,120.0,False,1.0322087368552444,0.11434828874330173,1.029161640340774,0.5732785127992731,0.45893022405597134
281,2,330.0,150.0,False,1.3661101313029342,0.1624900831114862,1.3893067917830701,0.7643001072072102,0.601810024095724
282,2,330.0,180.0,False,1.578147205526603,0.1162745766147191,1.6304047801146035,0.847210891070661,0.730936314455942
283,2,330.0,210.0,False,1.5028770645621046,0.13408597398560215,1.5731123588812492,0.8184815192738534,0.6843955452882512
284,2,330.0,240.0,False,0.9670679786095817,0.09329706920308253,0.9569553892172769,0.5301825239063321,0.4368854547032496
285,2,330.0,270.0,False,0.6136380414957996,0.1360460584677876,0.5298131755793039,0.3748420499817936,0.238795991514006
286,2,330.0,300.0,False,0.6952193566929803,0.2174747803993633,0.6673133735639395,0.4563470685461718,0.2388722881468085
287,2,330.0,330.0,True,0.9815689328263756,0.11428709160607431,0.9560004589259662,0.5479280122162249,0.43364092061015064
