trial_idx,cue,color1_deg,color2_deg,same_color,sw_Healthy_vs_Multi_dir0-1,sw_Healthy_vs_Multi_dir0-1-2,sw_Healthy_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1_vs_Multi_dir0-1-2,sw_Multi_dir0-1_vs_Multi_dir0-1-2-3,sw_Multi_dir0-1-2_vs_Multi_dir0-1-2-3,sw_self_reference,teacher_vs_students_mean,teacher_vs_students_std
47,1,90.0,330.0,False,1.3092976311433109,1.4351661666292097,1.3166767943228765,0.4854411253396379,0.5614888069523245,0.46568443744089644,0.048546933046357335,1.3537135306984656,0.05767444227360684
48,1,120.0,0.0,False,1.8693155293995287,1.8106512881482615,1.650907050280352,0.8364589019858945,0.8865715293274907,0.28791261645710464,0.11820175948667047,1.776957955942714,0.09229299870204312
49,1,120.0,30.0,False,1.9945642964906436,2.003392395589235,1.7219414049153068,0.8551899440089783,1.181405951303916,0.5422661234982677,0.04127780544628916,1.9066326989983953,0.13064618738151274
50,1,120.0,60.0,False,1.8157870062693264,2.1864361999923516,1.9047002865842833,0.6769555040169493,0.48791733326615677,0.5127030806714632,0.021554247299857346,1.9689744976153205,0.157994908893987
51,1,120.0,90.0,False,1.6314068927925671,1.847184435143868,1.8738566177056162,0.2886611078410398,0.4150011505701992,0.2786840119872695,0.035723110809334234,1.784149315214017,0.10855271234452966
52,1,120.0,120.0,True,1.7774187805658366,1.9566094821184459,2.1358634229679905,0.2937875733904354,0.94251937614522,0.7008462716563317,0.027205566707518756,1.9566305618840911,0.14633441324575566
53,1,120.0,150.0,False,1.928405640997969,2.0269184894038137,2.023218379919207,0.1769122361556861,0.764505262789008,0.6152437965319988,0.029882301990228906,1.99284750344033,0.045592308772640165
54,1,120.0,180.0,False,2.171155756008281,2.2819923300843965,2.190182952547072,0.18699330477857973,0.4203249738177975,0.3233154943035069,0.06087126161817705,2.214443679546583,0.04839162251286316
55,1,120.0,210.0,False,2.134437381740641,2.2252219123757278,2.1040826543242472,0.23105916340051855,0.2456467257886597,0.1560304093504083,0.03063915651430852,2.1545806494802053,0.05146515576411304
56,1,120.0,240.0,False,2.1233883482988283,2.2119348495553925,2.0703389156698604,0.176496332282023,0.2749176528762837,0.16200641729733475,0.07510963278206086,2.135220704508027,0.05840865012036615
57,1,120.0,270.0,False,1.8798397382491991,1.9681009429083915,1.84204865418491,0.2469642308340187,0.2312274352979246,0.1486973691623969,0.1125076894566163,1.8966631117808337,0.05281770092084449
58,1,120.0,300.0,False,1.685142042346881,1.7776401273156492,1.6313747380334596,0.3449153766826522,0.4600190860913737,0.27386109084832694,0.03595416385542531,1.6980523025653298,0.06040638564284779
59,1,120.0,330.0,False,1.8385597873063642,1.7719261310656915,1.688689736238922,0.396263429670495,0.5302453810268213,0.26964805934276576,0.03796588181741159,1.7663918848703257,0.06130921063185979
60,1,150.0,0.0,False,1.8490600384285667,1.9053710884178843,1.8104805733991844,0.21086294270586572,0.1792399265948943,0.3672378474277227,0.015351882984242077,1.854970566748545,0.03896368581893038
61,1,150.0,30.0,False,1.9130799695774312,1.9266361044418656,1.795958143731103,0.14963251241750555,0.2284457196083457,0.3393202761292902,0.07708962512260492,1.8785580725834665,0.058668579796044916
